0	-nan(ind)
0.1	-nan(ind)
0.2	-nan(ind)
0.3	0.169087
0.4	-nan(ind)
0.5	0.212845
0.6	-nan(ind)
0.7	0.276948
0.8	-nan(ind)
0.9	-nan(ind)
1	-nan(ind)
