0.94145 0.422329 0.00865253 1.44545
1.92097 0.845391 42.3326 2.10676
-0.289086 -0.902701 1.81717 1.47371
-1.29946 0.504893 48.9937 2.21084
1.50899 0.0410386 24.2426 1.8241
1.27058 -0.366901 1.4557 1.46806
-0.0332804 -0.294586 9.89268 1.59989
-0.369911 -0.259655 20.6395 1.76781
-0.54489 0.495925 10.0891 1.60296
0.390497 -0.784422 9.19611 1.589
-1.60103 -0.231738 13.989 1.66389
0.496779 0.326425 38.6309 2.04892
-1.00931 1.11425 7.29144 1.55924
0.033197 -0.454624 21.9277 1.78793
-0.11258 -0.0684747 24.9014 1.8344
1.68976 0.00813779 31.3457 1.93509
0.377412 0.0987886 36.7828 2.02004
0.264932 0.462836 1.94063 1.47563
-0.257476 -1.21116 18.2523 1.7305
-0.748384 0.632105 3.59273 1.50145
-0.882869 -0.323396 13.6385 1.65841
-1.04589 -0.212657 23.3137 1.80959
-1.16707 0.990321 19.3864 1.74822
1.29818 -0.701555 40.7233 2.08161
0.569318 -0.0531331 14.528 1.67231
0.0735908 0.307694 10.7537 1.61334
0.440168 1.16184 15.1011 1.68127
0.812471 0.120815 11.2906 1.62173
0.354659 0.836048 11.9837 1.63256
0.797544 0.580075 23.0598 1.80562
-1.70651 -0.644917 41.5949 2.09523
-0.381018 1.0013 20.188 1.76075
-0.311613 1.38926 41.2223 2.08941
1.09197 0.373486 3.84282 1.50536
-0.333798 1.48339 49.6566 2.2212
-0.550097 0.397683 28.1295 1.88484
0.928647 1.48823 30.6629 1.92442
-0.474653 -0.280334 12.5792 1.64186
1.08812 -0.409736 27.4404 1.87407
-0.2009 -1.59677 39.0948 2.05617
-0.981172 0.513878 22.8088 1.8017
-0.367844 -0.236703 22.4893 1.79671
0.751807 -0.157604 10.0514 1.60236
-0.468575 -0.0729864 33.6726 1.97145
0.382621 1.05399 26.0059 1.85166
-0.183035 0.850394 15.5934 1.68896
0.580358 0.04657 13.038 1.64903
-1.20097 -0.120864 12.035 1.63336
1.41483 0.651831 24.6902 1.8311
0.62782 1.78115 36.2656 2.01196
1.00523 0.972833 27.7672 1.87917
0.222158 -1.77685 24.9618 1.83534
0.190786 0.105881 29.1215 1.90034
-0.563419 -1.26254 8.42941 1.57702
