0	-50	-50	0
1	-40	-50	0
2	-30	-50	0
3	-20	-50	3
4	-10	-50	5
5	0	-50	5
6	10	-50	4
7	20	-50	4
8	30	-50	0
9	40	-50	0
10	50	-50	0
11	-50	-40	0
12	-40	-40	0
13	-30	-40	0
14	-20	-40	3
15	-10	-40	6
16	0	-40	6
17	10	-40	15
18	20	-40	6
19	30	-40	2
20	40	-40	0
21	50	-40	0
22	-50	-30	0
23	-40	-30	0
24	-30	-30	2
25	-20	-30	6
26	-10	-30	24
27	0	-30	31
28	10	-30	27
29	20	-30	13
30	30	-30	0
31	40	-30	0
32	50	-30	0
33	-50	-20	0
34	-40	-20	0
35	-30	-20	0
36	-20	-20	33
37	-10	-20	91
38	0	-20	170
39	10	-20	93
40	20	-20	11
41	30	-20	0
42	40	-20	0
43	50	-20	0
44	-50	-10	0
45	-40	-10	0
46	-30	-10	5
47	-20	-10	37
48	-10	-10	371
49	0	-10	909
50	10	-10	418
51	20	-10	73
52	30	-10	4
53	40	-10	1
54	50	-10	0
55	-50	0	0
56	-40	0	0
57	-30	0	3
58	-20	0	72
59	-10	0	746
60	0	0	3965
61	10	0	1005
62	20	0	96
63	30	0	6
64	40	0	0
65	50	0	0
66	-50	10	0
67	-40	10	0
68	-30	10	2
69	-20	10	58
70	-10	10	399
71	0	10	1006
72	10	10	401
73	20	10	58
74	30	10	4
75	40	10	0
76	50	10	0
77	-50	20	0
78	-40	20	0
79	-30	20	2
80	-20	20	23
81	-10	20	103
82	0	20	174
83	10	20	96
84	20	20	18
85	30	20	5
86	40	20	0
87	50	20	0
88	-50	30	0
89	-40	30	0
90	-30	30	0
91	-20	30	15
92	-10	30	28
93	0	30	30
94	10	30	26
95	20	30	4
96	30	30	0
97	40	30	0
98	50	30	0
99	-50	40	0
100	-40	40	0
101	-30	40	2
102	-20	40	6
103	-10	40	10
104	0	40	17
105	10	40	10
106	20	40	5
107	30	40	0
108	40	40	0
109	50	40	0
110	-50	50	0
111	-40	50	0
112	-30	50	0
113	-20	50	2
114	-10	50	7
115	0	50	5
116	10	50	4
117	20	50	3
118	30	50	1
119	40	50	0
120	50	50	0


0	-50	-50	0
1	-40	-50	0
2	-30	-50	0
3	-20	-50	2
4	-10	-50	7
5	0	-50	7
6	10	-50	1
7	20	-50	2
8	30	-50	2
9	40	-50	0
10	50	-50	0
11	-50	-40	0
12	-40	-40	0
13	-30	-40	0
14	-20	-40	3
15	-10	-40	5
16	0	-40	17
17	10	-40	9
18	20	-40	1
19	30	-40	0
20	40	-40	0
21	50	-40	0
22	-50	-30	0
23	-40	-30	0
24	-30	-30	2
25	-20	-30	6
26	-10	-30	27
27	0	-30	33
28	10	-30	24
29	20	-30	9
30	30	-30	3
31	40	-30	0
32	50	-30	0
33	-50	-20	0
34	-40	-20	0
35	-30	-20	2
36	-20	-20	25
37	-10	-20	102
38	0	-20	143
39	10	-20	94
40	20	-20	24
41	30	-20	6
42	40	-20	0
43	50	-20	0
44	-50	-10	0
45	-40	-10	0
46	-30	-10	3
47	-20	-10	48
48	-10	-10	356
49	0	-10	964
50	10	-10	403
51	20	-10	63
52	30	-10	3
53	40	-10	0
54	50	-10	0
55	-50	0	0
56	-40	0	0
57	-30	0	3
58	-20	0	60
59	-10	0	759
60	0	0	3991
61	10	0	1009
62	20	0	77
63	30	0	6
64	40	0	0
65	50	0	0
66	-50	10	0
67	-40	10	0
68	-30	10	3
69	-20	10	46
70	-10	10	400
71	0	10	1012
72	10	10	404
73	20	10	69
74	30	10	4
75	40	10	0
76	50	10	0
77	-50	20	0
78	-40	20	0
79	-30	20	3
80	-20	20	25
81	-10	20	82
82	0	20	135
83	10	20	97
84	20	20	28
85	30	20	0
86	40	20	0
87	50	20	0
88	-50	30	0
89	-40	30	0
90	-30	30	2
91	-20	30	8
92	-10	30	35
93	0	30	32
94	10	30	25
95	20	30	11
96	30	30	2
97	40	30	0
98	50	30	0
99	-50	40	0
100	-40	40	0
101	-30	40	0
102	-20	40	6
103	-10	40	4
104	0	40	15
105	10	40	10
106	20	40	6
107	30	40	2
108	40	40	0
109	50	40	0
110	-50	50	0
111	-40	50	0
112	-30	50	1
113	-20	50	0
114	-10	50	3
115	0	50	5
116	10	50	2
117	20	50	1
118	30	50	1
119	40	50	0
120	50	50	0


0	-50	-50	0
1	-40	-50	0
2	-30	-50	0
3	-20	-50	1
4	-10	-50	2
5	0	-50	9
6	10	-50	11
7	20	-50	2
8	30	-50	1
9	40	-50	0
10	50	-50	0
11	-50	-40	0
12	-40	-40	0
13	-30	-40	0
14	-20	-40	7
15	-10	-40	15
16	0	-40	10
17	10	-40	10
18	20	-40	8
19	30	-40	1
20	40	-40	0
21	50	-40	0
22	-50	-30	0
23	-40	-30	0
24	-30	-30	4
25	-20	-30	13
26	-10	-30	18
27	0	-30	37
28	10	-30	27
29	20	-30	7
30	30	-30	2
31	40	-30	0
32	50	-30	0
33	-50	-20	0
34	-40	-20	0
35	-30	-20	0
36	-20	-20	18
37	-10	-20	74
38	0	-20	163
39	10	-20	86
40	20	-20	35
41	30	-20	6
42	40	-20	0
43	50	-20	0
44	-50	-10	0
45	-40	-10	0
46	-30	-10	2
47	-20	-10	46
48	-10	-10	358
49	0	-10	989
50	10	-10	425
51	20	-10	68
52	30	-10	6
53	40	-10	0
54	50	-10	0
55	-50	0	0
56	-40	0	0
57	-30	0	5
58	-20	0	81
59	-10	0	753
60	0	0	3981
61	10	0	1003
62	20	0	69
63	30	0	5
64	40	0	0
65	50	0	0
66	-50	10	0
67	-40	10	0
68	-30	10	2
69	-20	10	51
70	-10	10	384
71	0	10	993
72	10	10	442
73	20	10	54
74	30	10	3
75	40	10	0
76	50	10	0
77	-50	20	0
78	-40	20	0
79	-30	20	3
80	-20	20	24
81	-10	20	92
82	0	20	144
83	10	20	100
84	20	20	19
85	30	20	1
86	40	20	0
87	50	20	0
88	-50	30	0
89	-40	30	0
90	-30	30	1
91	-20	30	12
92	-10	30	31
93	0	30	23
